step,episode,ep_return_raw,ep_return_shaped,ep_len,loss,q_mean,epsilon,replay_size
130754,587,90.0,9.0,830,0.012343162670731544,0.8626153469085693,0.8823214,50000
131301,588,120.0,12.0,547,0.02607043646275997,1.0062026977539062,0.8818291,50000
131350,589,10.0,1.0,49,0.004919381812214851,0.8955090045928955,0.881785,50000
131497,590,50.0,5.0,147,0.003531577531248331,0.8926659822463989,0.8816527,50000
131654,591,40.0,4.0,157,0.004689720459282398,0.629374623298645,0.8815114,50000
131826,592,50.0,5.0,172,0.006324847228825092,0.7460000514984131,0.8813566,50000
131930,593,40.0,4.0,104,0.003592081367969513,0.9632911086082458,0.881263,50000
132212,594,60.0,6.0,282,0.002711145905777812,0.8855366706848145,0.8810092,50000
132268,595,0.0,0.0,56,0.0020442060194909573,0.7421243190765381,0.8809588,50000
132649,596,40.0,4.0,381,0.0026976908557116985,0.9344425201416016,0.8806159,50000
132703,597,10.0,1.0,54,0.003538713790476322,0.9714008569717407,0.8805673,50000
132920,598,30.0,3.0,217,0.005842037498950958,1.0728826522827148,0.8803719999999999,50000
132972,599,0.0,0.0,52,0.00306483032181859,0.9221707582473755,0.8803252,50000
133082,600,30.0,3.0,110,0.0029461923986673355,0.8214371800422668,0.8802262,50000
133165,601,0.0,0.0,83,0.007525092922151089,0.9743703603744507,0.8801515,50000
133274,602,30.0,3.0,109,0.0068574571050703526,0.9928147196769714,0.8800534,50000
133518,603,60.0,6.0,244,0.0023270484525710344,0.9403781890869141,0.8798338,50000
133595,604,20.0,2.0,77,0.0012585294898599386,0.7477124333381653,0.8797645000000001,50000
133770,605,20.0,2.0,175,0.0025277421809732914,0.8942958116531372,0.879607,50000
133908,606,20.0,2.0,138,0.004718218930065632,0.9245007038116455,0.8794828,50000
134038,607,30.0,3.0,130,0.00593586266040802,0.9002906084060669,0.8793658,50000
134385,608,60.0,6.0,347,0.005527823232114315,0.9272445440292358,0.8790534999999999,50000
134438,609,10.0,1.0,53,0.004526796750724316,1.0381128787994385,0.8790058,50000
134485,610,10.0,1.0,47,0.0025858241133391857,0.7980467677116394,0.8789635,50000
134925,611,90.0,9.0,440,0.00391883309930563,0.9409677386283875,0.8785675,50000
134976,612,0.0,0.0,51,0.003013553563505411,0.7873982787132263,0.8785216,50000
135027,613,0.0,0.0,51,0.0034259858075529337,0.9485843181610107,0.8784757,50000
135076,614,0.0,0.0,49,0.0019875606521964073,0.9841144680976868,0.8784316,50000
135213,615,20.0,2.0,137,0.004325542598962784,0.9056169390678406,0.8783083,50000
135263,616,10.0,1.0,50,0.00399442296475172,0.7664743661880493,0.8782633,50000
135371,617,20.0,2.0,108,0.004511443432420492,0.8235467672348022,0.8781661000000001,50000
135511,618,60.0,6.0,140,0.004799040034413338,0.9995847940444946,0.8780401,50000
135747,619,50.0,5.0,236,0.004850477911531925,1.0830087661743164,0.8778277,50000
135795,620,10.0,1.0,48,0.0019131437875330448,0.8444270491600037,0.8777845,50000
135849,621,0.0,0.0,54,0.004185403697192669,0.8908526301383972,0.8777359,50000
136192,622,90.0,9.0,343,0.010916061699390411,0.953369677066803,0.8774272,50000
136540,623,50.0,5.0,348,0.0035152332857251167,1.138177514076233,0.877114,50000
136838,624,60.0,6.0,298,0.003611215390264988,0.7823837399482727,0.8768458,50000
136889,625,0.0,0.0,51,0.004337985068559647,0.8919579386711121,0.8767999,50000
137279,626,90.0,9.0,390,0.0038786097429692745,0.8846479654312134,0.8764489,50000
137621,627,80.0,8.0,342,0.004026648588478565,1.0319565534591675,0.8761411,50000
137988,628,90.0,9.0,367,0.0027091093361377716,0.8306162357330322,0.8758108,50000
138127,629,10.0,1.0,139,0.0019214545609429479,0.9169551730155945,0.8756857,50000
138371,630,30.0,3.0,244,0.001877459930256009,0.9960619807243347,0.8754661,50000
138423,631,10.0,1.0,52,0.004525959491729736,0.810530960559845,0.8754193,50000
138507,632,10.0,1.0,84,0.006083616986870766,0.9871877431869507,0.8753437,50000
138649,633,10.0,1.0,142,0.005240840837359428,1.1174395084381104,0.8752159,50000
138844,634,70.0,7.0,195,0.002226967364549637,0.8833638429641724,0.8750404,50000
138901,635,0.0,0.0,57,0.002099652774631977,0.9966298341751099,0.8749891,50000
139009,636,10.0,1.0,108,0.0025157886557281017,1.0186481475830078,0.8748919,50000
139112,637,0.0,0.0,103,0.001715972786769271,0.8594925403594971,0.8747992,50000
139165,638,10.0,1.0,53,0.0024682991206645966,0.8355120420455933,0.8747515,50000
139212,639,10.0,1.0,47,0.002454433124512434,1.0395435094833374,0.8747092,50000
139262,640,0.0,0.0,50,0.006289225071668625,1.015558123588562,0.8746642,50000
139387,641,30.0,3.0,125,0.002780899638310075,0.8238658905029297,0.8745517,50000
140001,642,80.0,8.0,614,0.01401437632739544,0.8434832096099854,0.8739991,50000
140138,643,20.0,2.0,137,0.010510686784982681,1.1323447227478027,0.8738758,50000
140190,644,10.0,1.0,52,0.01065564714372158,1.0377479791641235,0.873829,50000
140520,645,70.0,7.0,330,0.0054494417272508144,0.9223651885986328,0.873532,50000
140628,646,10.0,1.0,108,0.006770002655684948,0.9670626521110535,0.8734348,50000
140677,647,10.0,1.0,49,0.007380462717264891,0.9609820246696472,0.8733907,50000
140817,648,40.0,4.0,140,0.005195039324462414,0.976887583732605,0.8732647,50000
140974,649,40.0,4.0,157,0.009288382716476917,0.9599648714065552,0.8731234,50000
141026,650,0.0,0.0,52,0.006200090050697327,0.9779618978500366,0.8730766,50000
141077,651,10.0,1.0,51,0.005918500944972038,1.0496094226837158,0.8730306999999999,50000
141233,652,20.0,2.0,156,0.006878545507788658,1.1395750045776367,0.8728903,50000
141665,653,90.0,9.0,432,0.004784250631928444,1.0063573122024536,0.8725015,50000
141861,654,50.0,5.0,196,0.0053809345699846745,1.098341941833496,0.8723251000000001,50000
142135,655,70.0,7.0,274,0.003734081517904997,1.040113925933838,0.8720785,50000
142343,656,30.0,3.0,208,0.0025059967301785946,1.085679531097412,0.8718913,50000
142947,657,100.0,10.0,604,0.006611095741391182,1.0025845766067505,0.8713477000000001,50000
143058,658,40.0,4.0,111,0.009417608380317688,1.0659568309783936,0.8712478,50000
143394,659,60.0,6.0,336,0.0034747980535030365,1.049936056137085,0.8709454,50000
143501,660,10.0,1.0,107,0.008113112300634384,1.0885910987854004,0.8708491,50000
143986,661,130.0,13.0,485,0.005154842510819435,0.9011203050613403,0.8704126,50000
144286,662,60.0,6.0,300,0.0040791649371385574,1.0002641677856445,0.8701426,50000
144696,663,70.0,7.0,410,0.0035872329026460648,1.0503689050674438,0.8697736,50000
144828,664,20.0,2.0,132,0.004056191071867943,0.9580172300338745,0.8696548,50000
145290,665,90.0,9.0,462,0.011355480179190636,1.000199556350708,0.869239,50000
145341,666,0.0,0.0,51,0.008965780958533287,1.1916131973266602,0.8691930999999999,50000
146196,667,140.0,14.0,855,0.004531810060143471,0.9995091557502747,0.8684236,50000
146640,668,100.0,10.0,444,0.0030849063768982887,1.0095484256744385,0.868024,50000
146751,669,20.0,2.0,111,0.002630866365507245,1.0465894937515259,0.8679241,50000
146963,670,40.0,4.0,212,0.0027071654330939054,0.8811394572257996,0.8677333,50000
147101,671,20.0,2.0,138,0.0037065288051962852,0.8855469226837158,0.8676091,50000
147149,672,10.0,1.0,48,0.005508529953658581,1.031144380569458,0.8675659,50000
147337,673,40.0,4.0,188,0.003252087626606226,0.9915809631347656,0.8673967,50000
147388,674,0.0,0.0,51,0.0017239695880562067,1.010371208190918,0.8673508,50000
147480,675,30.0,3.0,92,0.0031312350183725357,1.014279842376709,0.8672679999999999,50000
147842,676,70.0,7.0,362,0.002231813268736005,1.1356509923934937,0.8669422,50000
148203,677,90.0,9.0,361,0.0035958627704530954,1.0842673778533936,0.8666173,50000
148341,678,40.0,4.0,138,0.004118740558624268,1.003639817237854,0.8664931,50000
148579,679,50.0,5.0,238,0.005361891817301512,1.029676914215088,0.8662789,50000
148834,680,70.0,7.0,255,0.007083028554916382,1.0065081119537354,0.8660494,50000
148916,681,10.0,1.0,82,0.006316064856946468,0.9862291216850281,0.8659756000000001,50000
149004,682,20.0,2.0,88,0.004714087583124638,0.9541696906089783,0.8658964,50000
150056,683,140.0,14.0,1052,0.018652418628335,1.0006078481674194,0.8649496,50000
150145,684,0.0,0.0,89,0.0061375778168439865,0.9937134981155396,0.8648695,50000
150230,685,10.0,1.0,85,0.012425445020198822,1.2306270599365234,0.864793,50000
150312,686,30.0,3.0,82,0.004984754603356123,1.07871413230896,0.8647192,50000
150414,687,20.0,2.0,102,0.017433656379580498,1.2512211799621582,0.8646274,50000
150632,688,40.0,4.0,218,0.005935120861977339,1.101097822189331,0.8644312000000001,50000
150725,689,10.0,1.0,93,0.015183588489890099,1.1510324478149414,0.8643475,50000
150992,690,20.0,2.0,267,0.006356068886816502,0.9800628423690796,0.8641072000000001,50000
151152,691,20.0,2.0,160,0.013348436914384365,1.1303892135620117,0.8639631999999999,50000
151240,692,20.0,2.0,88,0.011678425595164299,1.0540515184402466,0.863884,50000
151461,693,40.0,4.0,221,0.005678648129105568,0.9865440726280212,0.8636851,50000
151678,694,40.0,4.0,217,0.005263077095150948,1.080255150794983,0.8634898,50000
152197,695,100.0,10.0,519,0.004062572959810495,0.9353839159011841,0.8630227,50000
152419,696,50.0,5.0,222,0.005028201267123222,1.03371262550354,0.8628229000000001,50000
152602,697,40.0,4.0,183,0.005364513024687767,1.0553491115570068,0.8626582,50000
152659,698,10.0,1.0,57,0.002067053923383355,1.1738851070404053,0.8626069000000001,50000
152892,699,70.0,7.0,233,0.001984579721465707,1.0611212253570557,0.8623972,50000
153118,700,60.0,6.0,226,0.0038983437698334455,1.0909602642059326,0.8621938,50000
153172,701,0.0,0.0,54,0.002482546027749777,0.979804277420044,0.8621452000000001,50000
153398,702,60.0,6.0,226,0.004213928245007992,1.0113556385040283,0.8619418,50000
153579,703,20.0,2.0,181,0.0032554524950683117,1.0250226259231567,0.8617789,50000
153882,704,60.0,6.0,303,0.004141153767704964,1.118638038635254,0.8615062,50000
153969,705,20.0,2.0,87,0.003218498080968857,1.1756539344787598,0.8614279,50000
154198,706,60.0,6.0,229,0.0063965413719415665,1.091691255569458,0.8612218,50000
154253,707,0.0,0.0,55,0.003471835982054472,1.1177706718444824,0.8611723,50000
154332,708,20.0,2.0,79,0.01083209365606308,1.1501643657684326,0.8611012,50000
154453,709,20.0,2.0,121,0.002973252907395363,1.016781210899353,0.8609922999999999,50000
154686,710,40.0,4.0,233,0.0035879595670849085,1.0215542316436768,0.8607826000000001,50000
155013,711,50.0,5.0,327,0.009838961996138096,1.2162306308746338,0.8604883,50000
155121,712,20.0,2.0,108,0.0074055069126188755,1.0778313875198364,0.8603911,50000
155168,713,10.0,1.0,47,0.00832725316286087,1.0683377981185913,0.8603488,50000
155245,714,10.0,1.0,77,0.008351619355380535,1.2009772062301636,0.8602795,50000
155498,715,50.0,5.0,253,0.010751230642199516,1.1650488376617432,0.8600518,50000
155859,716,90.0,9.0,361,0.00571203650906682,1.0668985843658447,0.8597269,50000
155972,717,20.0,2.0,113,0.012917296029627323,1.1011011600494385,0.8596252,50000
156189,718,60.0,6.0,217,0.005016047041863203,1.0194106101989746,0.8594299,50000
156276,719,20.0,2.0,87,0.006248619873076677,1.051932454109192,0.8593516,50000
157044,720,130.0,13.0,768,0.006402016617357731,1.197634220123291,0.8586604,50000
157233,721,30.0,3.0,189,0.0050245835445821285,1.1465110778808594,0.8584902999999999,50000
157359,722,20.0,2.0,126,0.0015579762402921915,1.119103193283081,0.8583769,50000
157411,723,10.0,1.0,52,0.004449193365871906,1.02777099609375,0.8583301,50000
157461,724,0.0,0.0,50,0.0021449034102261066,1.1126532554626465,0.8582851,50000
157583,725,30.0,3.0,122,0.01981412060558796,1.0710766315460205,0.8581753,50000
157692,726,20.0,2.0,109,0.0027487766928970814,1.1641379594802856,0.8580772,50000
157900,727,40.0,4.0,208,0.0034403265453875065,1.0993211269378662,0.85789,50000
158025,728,40.0,4.0,125,0.002416219562292099,0.9817211031913757,0.8577775,50000
158381,729,60.0,6.0,356,0.0024941822048276663,1.0942959785461426,0.8574571,50000
158673,730,70.0,7.0,292,0.002083816099911928,1.0141990184783936,0.8571943,50000
159190,731,90.0,9.0,517,0.0034099556505680084,1.0284385681152344,0.856729,50000
159464,732,60.0,6.0,274,0.0025544387754052877,1.1856971979141235,0.8564824,50000
159570,733,0.0,0.0,106,0.003876293543726206,1.1014611721038818,0.856387,50000
159889,734,60.0,6.0,319,0.002742808312177658,1.192118763923645,0.8560999,50000
160064,735,30.0,3.0,175,0.006328630726784468,1.3559367656707764,0.8559424,50000
160145,736,10.0,1.0,81,0.009508604183793068,1.1480047702789307,0.8558695,50000
160193,737,0.0,0.0,48,0.01429936196655035,1.1962119340896606,0.8558262999999999,50000
160297,738,30.0,3.0,104,0.009851692244410515,1.335107684135437,0.8557327,50000
160435,739,10.0,1.0,138,0.010108308866620064,1.2438218593597412,0.8556085,50000
160512,740,20.0,2.0,77,0.020814970135688782,1.206890344619751,0.8555391999999999,50000
160595,741,20.0,2.0,83,0.005546513944864273,1.0699430704116821,0.8554645000000001,50000
160701,742,20.0,2.0,106,0.014012692496180534,1.3151386976242065,0.8553691,50000
161066,743,80.0,8.0,365,0.006694457493722439,1.123133897781372,0.8550406,50000
161177,744,50.0,5.0,111,0.008805245161056519,1.1858086585998535,0.8549407,50000
161286,745,10.0,1.0,109,0.0060650622472167015,1.0567255020141602,0.8548426,50000
161459,746,30.0,3.0,173,0.007251551374793053,1.237878441810608,0.8546869,50000
161515,747,0.0,0.0,56,0.006792417261749506,1.2754954099655151,0.8546365,50000
161568,748,10.0,1.0,53,0.0047715799883008,1.2551547288894653,0.8545888,50000
161645,749,10.0,1.0,77,0.008200828917324543,1.145096778869629,0.8545195,50000
161929,750,50.0,5.0,284,0.005426432006061077,1.0476510524749756,0.8542639,50000
162010,751,10.0,1.0,81,0.003967138938605785,1.1637353897094727,0.854191,50000
162192,752,10.0,1.0,182,0.005966649390757084,1.1714621782302856,0.8540272,50000
162390,753,30.0,3.0,198,0.01669781282544136,1.2887234687805176,0.853849,50000
162627,754,30.0,3.0,237,0.004380102269351482,1.2368152141571045,0.8536357,50000
162830,755,40.0,4.0,203,0.018922314047813416,1.0897787809371948,0.853453,50000
162916,756,20.0,2.0,86,0.00426573446020484,1.3096208572387695,0.8533756,50000
162996,757,10.0,1.0,80,0.018574750050902367,1.276423454284668,0.8533036,50000
163049,758,10.0,1.0,53,0.006143474951386452,1.3907628059387207,0.8532559,50000
163302,759,30.0,3.0,253,0.002541210036724806,1.2719879150390625,0.8530282,50000
163387,760,0.0,0.0,85,0.003492981195449829,1.1404619216918945,0.8529517,50000
163475,761,30.0,3.0,88,0.004182205535471439,1.0185699462890625,0.8528724999999999,50000
163849,762,100.0,10.0,374,0.004613479133695364,1.151097297668457,0.8525359,50000
164325,763,90.0,9.0,476,0.006990429013967514,1.215925931930542,0.8521075,50000
164494,764,60.0,6.0,169,0.0037495307624340057,1.2077735662460327,0.8519554,50000
164548,765,10.0,1.0,54,0.0035368194803595543,1.1784937381744385,0.8519068,50000
164796,766,40.0,4.0,248,0.004291139077395201,1.2435321807861328,0.8516836,50000
165014,767,30.0,3.0,218,0.003022900316864252,1.0126163959503174,0.8514874,50000
165129,768,20.0,2.0,115,0.0033482734579592943,1.297927975654602,0.8513839,50000
165238,769,20.0,2.0,109,0.002711811102926731,1.0933054685592651,0.8512858,50000
165290,770,10.0,1.0,52,0.0032092458568513393,1.0703191757202148,0.851239,50000
165394,771,10.0,1.0,104,0.0038175908848643303,1.2630107402801514,0.8511454,50000
165496,772,20.0,2.0,102,0.0029883263632655144,1.1537353992462158,0.8510536,50000
165544,773,10.0,1.0,48,0.0050737145356833935,1.1052091121673584,0.8510104000000001,50000
166139,774,110.0,11.0,595,0.003066289471462369,1.126153588294983,0.8504749,50000
166379,775,60.0,6.0,240,0.003521323436871171,1.1823711395263672,0.8502589,50000
166984,776,80.0,8.0,605,0.0034482134506106377,1.209601640701294,0.8497144,50000
167680,777,130.0,13.0,696,0.00475328741595149,1.2584739923477173,0.8490880000000001,50000
167983,778,40.0,4.0,303,0.0025707478635013103,1.2320994138717651,0.8488153,50000
168279,779,60.0,6.0,296,0.0013806067872792482,1.1607825756072998,0.8485488999999999,50000
168327,780,0.0,0.0,48,0.0032281926833093166,1.237788438796997,0.8485057,50000
168514,781,30.0,3.0,187,0.004206963814795017,1.1430158615112305,0.8483374,50000
168813,782,70.0,7.0,299,0.002270233817398548,1.2480742931365967,0.8480683,50000
168982,783,30.0,3.0,169,0.0018850446213036776,1.2021193504333496,0.8479162,50000
169035,784,10.0,1.0,53,0.002352754585444927,1.2797293663024902,0.8478685,50000
169145,785,30.0,3.0,110,0.00497940881177783,1.276099681854248,0.8477695000000001,50000
169192,786,10.0,1.0,47,0.006893780082464218,1.1679069995880127,0.8477272,50000
169240,787,10.0,1.0,48,0.0040963189676404,1.1187033653259277,0.847684,50000
169377,788,20.0,2.0,137,0.0031931851990520954,1.1409447193145752,0.8475607000000001,50000
169450,789,10.0,1.0,73,0.004094996023923159,1.222963809967041,0.847495,50000
170122,790,110.0,11.0,672,0.02304014191031456,1.4318387508392334,0.8468902,50000
170741,791,90.0,9.0,619,0.007570772431790829,1.3309540748596191,0.8463331000000001,50000
170791,792,10.0,1.0,50,0.007812852039933205,1.2232075929641724,0.8462881,50000
171228,793,110.0,11.0,437,0.0028320609126240015,1.4237858057022095,0.8458948,50000
171280,794,10.0,1.0,52,0.012922911904752254,1.3761780261993408,0.845848,50000
172053,795,150.0,15.0,773,0.006609675940126181,1.311545491218567,0.8451523,50000
172756,796,100.0,10.0,703,0.00714387372136116,1.2033735513687134,0.8445196,50000
172807,797,0.0,0.0,51,0.006222303956747055,1.2018051147460938,0.8444737,50000
172857,798,0.0,0.0,50,0.007362524047493935,1.3240982294082642,0.8444286999999999,50000
173030,799,20.0,2.0,173,0.007314786314964294,1.2470386028289795,0.844273,50000
173192,800,20.0,2.0,162,0.006207913160324097,1.2990847826004028,0.8441272,50000
173345,801,10.0,1.0,153,0.003946630284190178,1.3046239614486694,0.8439895,50000
173566,802,30.0,3.0,221,0.0031731990166008472,1.2651546001434326,0.8437906,50000
173692,803,40.0,4.0,126,0.0034999740310013294,1.2240409851074219,0.8436772,50000
173777,804,10.0,1.0,85,0.004152537789195776,1.2797139883041382,0.8436007,50000
173967,805,40.0,4.0,190,0.005000289995223284,1.5260424613952637,0.8434297,50000
174050,806,10.0,1.0,83,0.003552484791725874,1.2343398332595825,0.843355,50000
174152,807,30.0,3.0,102,0.00723563227802515,1.1598389148712158,0.8432632,50000
174256,808,20.0,2.0,104,0.0030605215579271317,1.2063164710998535,0.8431696,50000
174335,809,10.0,1.0,79,0.006707595661282539,1.21697199344635,0.8430985,50000
174639,810,60.0,6.0,304,0.01480064820498228,1.3077101707458496,0.8428249,50000
174988,811,70.0,7.0,349,0.004528804682195187,1.2910999059677124,0.8425108,50000
175067,812,20.0,2.0,79,0.0032604550942778587,1.1693429946899414,0.8424397,50000
175163,813,10.0,1.0,96,0.0037245878484100103,1.2272546291351318,0.8423533,50000
175235,814,30.0,3.0,72,0.008427468128502369,1.3473122119903564,0.8422885,50000
175427,815,20.0,2.0,192,0.004952847491949797,1.1507718563079834,0.8421157,50000
175772,816,90.0,9.0,345,0.0036081215366721153,1.4932917356491089,0.8418052,50000
175829,817,0.0,0.0,57,0.0037613394670188427,1.169867992401123,0.8417538999999999,50000
175912,818,20.0,2.0,83,0.0036432314664125443,1.1739656925201416,0.8416792,50000
176329,819,50.0,5.0,417,0.0026585785672068596,1.4864509105682373,0.8413039,50000
176671,820,80.0,8.0,342,0.003979820292443037,1.0701996088027954,0.8409961,50000
176722,821,10.0,1.0,51,0.003674288745969534,1.255185604095459,0.8409502,50000
176971,822,50.0,5.0,249,0.0024478971026837826,1.2778767347335815,0.8407261,50000
177100,823,10.0,1.0,129,0.0020762502681463957,1.2908498048782349,0.84061,50000
177150,824,0.0,0.0,50,0.012207744643092155,1.246342420578003,0.840565,50000
177319,825,30.0,3.0,169,0.003918170928955078,1.3154206275939941,0.8404129,50000
177366,826,10.0,1.0,47,0.004975846968591213,1.2405683994293213,0.8403706,50000
177782,827,80.0,8.0,416,0.004667485598474741,1.4384783506393433,0.8399962,50000
177875,828,40.0,4.0,93,0.00503687746822834,1.0637876987457275,0.8399125,50000
178027,829,30.0,3.0,152,0.0020728977397084236,1.198805332183838,0.8397757,50000
178183,830,50.0,5.0,156,0.0038337281439453363,1.2532203197479248,0.8396353,50000
178236,831,10.0,1.0,53,0.0037910304963588715,1.3784916400909424,0.8395876,50000
178698,832,80.0,8.0,462,0.0037624756805598736,1.1084998846054077,0.8391718,50000
178782,833,10.0,1.0,84,0.0061395056545734406,1.1130223274230957,0.8390962,50000
179141,834,90.0,9.0,359,0.004955451004207134,1.3570467233657837,0.8387731,50000
179301,835,20.0,2.0,160,0.002791308332234621,1.2421008348464966,0.8386291,50000
179350,836,10.0,1.0,49,0.004539009183645248,1.417826771736145,0.838585,50000
179875,837,120.0,12.0,525,0.002134323585778475,1.4218990802764893,0.8381125,50000
180128,838,80.0,8.0,253,0.011914444155991077,1.3627502918243408,0.8378848,50000
180323,839,30.0,3.0,195,0.007889209315180779,1.2701010704040527,0.8377093,50000
180507,840,50.0,5.0,184,0.0042778910137712955,1.4575988054275513,0.8375437,50000
180688,841,20.0,2.0,181,0.005018631927669048,1.4214385747909546,0.8373808,50000
180955,842,50.0,5.0,267,0.013898641802370548,1.390716791152954,0.8371405,50000
181011,843,10.0,1.0,56,0.004787337966263294,1.4024734497070312,0.8370901,50000
181090,844,20.0,2.0,79,0.003585981670767069,1.39536452293396,0.837019,50000
181756,845,90.0,9.0,666,0.0069744884967803955,1.3634920120239258,0.8364195999999999,50000
181853,846,10.0,1.0,97,0.017341122031211853,1.361203670501709,0.8363323,50000
182023,847,30.0,3.0,170,0.013155987486243248,1.578047752380371,0.8361793,50000
182305,848,50.0,5.0,282,0.006698933430016041,1.3964029550552368,0.8359255,50000
182431,849,20.0,2.0,126,0.0038427431136369705,1.4230570793151855,0.8358121,50000
182509,850,20.0,2.0,78,0.00864587165415287,1.4648873805999756,0.8357418999999999,50000
182592,851,10.0,1.0,83,0.0029393688309937716,1.2617695331573486,0.8356672,50000
183200,852,90.0,9.0,608,0.004250571131706238,1.1951184272766113,0.83512,50000
183499,853,60.0,6.0,299,0.00450703501701355,1.4005568027496338,0.8348509,50000
183861,854,70.0,7.0,362,0.002860278356820345,1.5233033895492554,0.8345251,50000
183912,855,10.0,1.0,51,0.0032066998537629843,1.413855791091919,0.8344792,50000
184105,856,40.0,4.0,193,0.0039818622171878815,1.4016278982162476,0.8343055,50000
184523,857,90.0,9.0,418,0.009055138565599918,1.2948246002197266,0.8339293,50000
184603,858,0.0,0.0,80,0.00345505285076797,1.3086671829223633,0.8338573,50000
184652,859,0.0,0.0,49,0.002845622133463621,1.1132944822311401,0.8338132,50000
184863,860,30.0,3.0,211,0.005817891098558903,1.4662716388702393,0.8336233,50000
184921,861,0.0,0.0,58,0.002323188353329897,1.285466194152832,0.8335711,50000
186484,862,280.0,24.0,1563,0.001955932704731822,1.4468708038330078,0.8321644,50000
186542,863,10.0,1.0,58,0.0028102004434913397,1.3005684614181519,0.8321122,50000
186597,864,0.0,0.0,55,0.0037456084974110126,1.5589253902435303,0.8320627,50000
187074,865,60.0,6.0,477,0.0038462718948721886,1.328133225440979,0.8316334,50000
187351,866,80.0,8.0,277,0.0025652777403593063,1.222744107246399,0.8313841,50000
187433,867,10.0,1.0,82,0.004743343219161034,1.1317700147628784,0.8313103,50000
187762,868,50.0,5.0,329,0.0022619925439357758,1.4093856811523438,0.8310142,50000
188078,869,60.0,6.0,316,0.0019374961266294122,1.470863699913025,0.8307298,50000
188725,870,120.0,12.0,647,0.002192719839513302,1.3827393054962158,0.8301475,50000
188882,871,20.0,2.0,157,0.002424452919512987,1.3671717643737793,0.8300062,50000
189028,872,40.0,4.0,146,0.002559822052717209,1.4553248882293701,0.8298748,50000
189079,873,10.0,1.0,51,0.003239785088226199,1.2786704301834106,0.8298289,50000
189165,874,20.0,2.0,86,0.0028096491005271673,1.3889400959014893,0.8297515,50000
189258,875,20.0,2.0,93,0.002369916532188654,1.2284700870513916,0.8296678,50000
189306,876,10.0,1.0,48,0.0020113782957196236,1.318998098373413,0.8296246,50000
189357,877,10.0,1.0,51,0.003232082584872842,1.3349765539169312,0.8295787,50000
189438,878,10.0,1.0,81,0.003971802070736885,1.3807380199432373,0.8295058,50000
189486,879,0.0,0.0,48,0.003200347302481532,1.26755690574646,0.8294626,50000
189657,880,10.0,1.0,171,0.0030335644260048866,1.316322684288025,0.8293087,50000
189985,881,60.0,6.0,328,0.004934231750667095,1.356121301651001,0.8290135000000001,50000
190035,882,0.0,0.0,50,0.0062392461113631725,1.4822003841400146,0.8289685,50000
190208,883,10.0,1.0,173,0.017320778220891953,1.5147383213043213,0.8288128,50000
190450,884,20.0,2.0,242,0.011044827289879322,1.393134355545044,0.828595,50000
190545,885,20.0,2.0,95,0.012085409834980965,1.5626590251922607,0.8285095,50000
190875,886,50.0,5.0,330,0.008063032291829586,1.5084760189056396,0.8282125,50000
191339,887,120.0,12.0,464,0.0020450791344046593,1.5766197443008423,0.8277949,50000
191765,888,110.0,11.0,426,0.005379086825996637,1.6415958404541016,0.8274115,50000
191951,889,20.0,2.0,186,0.005567724350839853,1.3539599180221558,0.8272440999999999,50000
192232,890,60.0,6.0,281,0.0023426099214702845,1.560715913772583,0.8269912,50000
192387,891,30.0,3.0,155,0.0034509694669395685,1.32948899269104,0.8268517,50000
192634,892,40.0,4.0,247,0.0061524128541350365,1.440327763557434,0.8266294,50000
192684,893,10.0,1.0,50,0.00637233117595315,1.3712801933288574,0.8265844,50000
192809,894,10.0,1.0,125,0.006209828890860081,1.4965181350708008,0.8264719,50000
192860,895,10.0,1.0,51,0.0034590072464197874,1.3702367544174194,0.826426,50000
193048,896,30.0,3.0,188,0.005269707180559635,1.588125467300415,0.8262568,50000
193104,897,10.0,1.0,56,0.003747393377125263,1.3380736112594604,0.8262064,50000
193259,898,20.0,2.0,155,0.00570435868576169,1.455585241317749,0.8260669,50000
193311,899,0.0,0.0,52,0.008511172607541084,1.34965181350708,0.8260201,50000
193395,900,20.0,2.0,84,0.0040517533197999,1.4012603759765625,0.8259445,50000
193454,901,10.0,1.0,59,0.00433321762830019,1.4667139053344727,0.8258913999999999,50000
193789,902,90.0,9.0,335,0.004051463678479195,1.4071996212005615,0.8255899,50000
193933,903,40.0,4.0,144,0.0027163224294781685,1.492403507232666,0.8254603,50000
194147,904,60.0,6.0,214,0.00426557706668973,1.550060749053955,0.8252677,50000
194200,905,10.0,1.0,53,0.006341040600091219,1.3282619714736938,0.82522,50000
194279,906,0.0,0.0,79,0.006877121515572071,1.4522767066955566,0.8251489,50000
194533,907,40.0,4.0,254,0.0040863025933504105,1.4171254634857178,0.8249203,50000
194643,908,10.0,1.0,110,0.00336802052333951,1.4340823888778687,0.8248213,50000
194825,909,20.0,2.0,182,0.0031425945926457644,1.4100395441055298,0.8246575,50000
194874,910,10.0,1.0,49,0.0074723269790410995,1.5038306713104248,0.8246134,50000
194928,911,10.0,1.0,54,0.005110388156026602,1.2949471473693848,0.8245648,50000
195411,912,90.0,9.0,483,0.0045122308656573296,1.3747427463531494,0.8241301,50000
195462,913,10.0,1.0,51,0.0026418534107506275,1.3146246671676636,0.8240841999999999,50000
195570,914,0.0,0.0,108,0.0027896666433662176,1.3454025983810425,0.823987,50000
195691,915,10.0,1.0,121,0.0071469927206635475,1.3319051265716553,0.8238781,50000
