step,episode,ep_return_raw,ep_return_shaped,ep_len,loss,q_mean,epsilon,replay_size,lr
160375,605,30.0,3.0,152,0.004128156695514917,0.47358113527297974,0.0,160375,6.0228020833333336e-05
160425,606,10.0,1.0,50,0.003670973004773259,0.5512096285820007,0.0,160425,6.02273125e-05
160482,607,10.0,1.0,57,0.009432021528482437,0.6025874018669128,0.0,160482,6.0226505000000004e-05
161067,608,80.0,8.0,585,0.004245448857545853,0.3781290650367737,0.0,161067,6.0218217500000003e-05
161122,609,10.0,1.0,55,0.013904302380979061,0.5670461058616638,0.0,161122,6.021743833333333e-05
161203,610,10.0,1.0,81,0.0035445294342935085,0.5164538025856018,0.0,161203,6.0216290833333335e-05
161292,611,20.0,2.0,89,0.0039058506954461336,0.6098476648330688,0.0,161292,6.021503e-05
161339,612,10.0,1.0,47,0.0030667881947010756,0.4745778441429138,0.0,161339,6.021436416666667e-05
161493,613,40.0,4.0,154,0.004929607268422842,0.5049533843994141,0.0,161493,6.02121825e-05
161657,614,40.0,4.0,164,0.005147835239768028,0.5116569995880127,0.0,161657,6.020985916666667e-05
162141,615,100.0,10.0,484,0.004361816216260195,0.46074292063713074,0.0,162141,6.02030025e-05
162236,616,30.0,3.0,95,0.003013449953868985,0.45024311542510986,0.0,162236,6.020165666666667e-05
162451,617,30.0,3.0,215,0.012017278000712395,0.5065016150474548,0.0,162451,6.019861083333333e-05
162504,618,10.0,1.0,53,0.002816979307681322,0.5131776332855225,0.0,162504,6.019786e-05
162598,619,40.0,4.0,94,0.002725535072386265,0.437505841255188,0.0,162598,6.019652833333333e-05
162685,620,10.0,1.0,87,0.001905440934933722,0.44645148515701294,0.0,162685,6.019529583333334e-05
162858,621,40.0,4.0,173,0.004190952051430941,0.535022497177124,0.0,162858,6.0192845e-05
162910,622,10.0,1.0,52,0.002318549668416381,0.5372084379196167,0.0,162910,6.0192108333333334e-05
162961,623,10.0,1.0,51,0.0037480497267097235,0.4612637460231781,0.0,162961,6.0191385833333335e-05
163054,624,20.0,2.0,93,0.0011628617066890001,0.4477846622467041,0.0,163054,6.0190068333333334e-05
163192,625,30.0,3.0,138,0.008556586690247059,0.5322102308273315,0.0,163192,6.018811333333333e-05
163342,626,30.0,3.0,150,0.0028659538365900517,0.38203829526901245,0.0,163342,6.018598833333333e-05
163393,627,10.0,1.0,51,0.0074103218503296375,0.569290280342102,0.0,163393,6.018526583333333e-05
163528,628,40.0,4.0,135,0.007965188473463058,0.5633499026298523,0.0,163528,6.018335333333333e-05
163600,629,10.0,1.0,72,0.003387474687770009,0.4527740180492401,0.0,163600,6.0182333333333335e-05
163741,630,20.0,2.0,141,0.002242092043161392,0.5411737561225891,0.0,163741,6.0180335833333334e-05
163788,631,0.0,0.0,47,0.005265811923891306,0.49167370796203613,0.0,163788,6.017967e-05
163885,632,20.0,2.0,97,0.0020705750212073326,0.5288254022598267,0.0,163885,6.0178295833333334e-05
163967,633,10.0,1.0,82,0.005194964352995157,0.5359652638435364,0.0,163967,6.0177134166666665e-05
164016,634,0.0,0.0,49,0.0022437595762312412,0.4798504710197449,0.0,164016,6.017644e-05
164066,635,0.0,0.0,50,0.005781420506536961,0.46572577953338623,0.0,164066,6.0175731666666665e-05
164168,636,20.0,2.0,102,0.00436665304005146,0.4584028422832489,0.0,164168,6.0174286666666665e-05
164371,637,40.0,4.0,203,0.0047424230724573135,0.4671752452850342,0.0,164371,6.017141083333333e-05
164418,638,0.0,0.0,47,0.0020588499028235674,0.5773400664329529,0.0,164418,6.0170745e-05
164512,639,30.0,3.0,94,0.005233557894825935,0.5850186347961426,0.0,164512,6.016941333333333e-05
164723,640,100.0,10.0,211,0.004967923741787672,0.4355395436286926,0.0,164723,6.016642416666667e-05
165000,641,70.0,7.0,277,0.0028380658477544785,0.4288792908191681,0.0,165000,6.01625e-05
165518,642,120.0,12.0,518,0.003609135514125228,0.5234334468841553,0.0,165518,6.015516166666667e-05
165749,643,60.0,6.0,231,0.008345304988324642,0.554071307182312,0.0,165749,6.015188916666667e-05
166144,644,90.0,9.0,395,0.002877446124330163,0.461839497089386,0.0,166144,6.0146293333333334e-05
166288,645,40.0,4.0,144,0.0024558156728744507,0.433377206325531,0.0,166288,6.0144253333333334e-05
166462,646,40.0,4.0,174,0.005665301810950041,0.4307463765144348,0.0,166462,6.014178833333334e-05
166513,647,0.0,0.0,51,0.004724286962300539,0.5937063694000244,0.0,166513,6.014106583333333e-05
166762,648,50.0,5.0,249,0.004854916594922543,0.5340114831924438,0.0,166762,6.013753833333333e-05
166947,649,40.0,4.0,185,0.003697630250826478,0.4551047086715698,0.0,166947,6.0134917500000004e-05
167039,650,10.0,1.0,92,0.002796799410134554,0.43039947748184204,0.0,167039,6.013361416666667e-05
167190,651,50.0,5.0,151,0.0014377669431269169,0.4484008848667145,0.0,167190,6.0131475000000004e-05
167275,652,10.0,1.0,85,0.003261313773691654,0.5164997577667236,0.0,167275,6.0130270833333335e-05
167638,653,80.0,8.0,363,0.0073934281244874,0.5074454545974731,0.0,167638,6.012512833333334e-05
167691,654,10.0,1.0,53,0.003904784796759486,0.4778585135936737,0.0,167691,6.01243775e-05
168004,655,60.0,6.0,313,0.002873909194022417,0.5403804183006287,0.0,168004,6.0119943333333334e-05
168276,656,20.0,2.0,272,0.0035339673049747944,0.554996907711029,0.0,168276,6.011609e-05
168326,657,0.0,0.0,50,0.003173654433339834,0.4649488031864166,0.0,168326,6.0115381666666665e-05
168685,658,60.0,6.0,359,0.0024211250711232424,0.6059931516647339,0.0,168685,6.0110295833333334e-05
168826,659,20.0,2.0,141,0.008399066515266895,0.5444547533988953,0.0,168826,6.010829833333333e-05
169015,660,40.0,4.0,189,0.010249371640384197,0.7289242744445801,0.0,169015,6.010562083333333e-05
169062,661,0.0,0.0,47,0.002665878739207983,0.5183069705963135,0.0,169062,6.0104955e-05
169561,662,90.0,9.0,499,0.0031340480782091618,0.4819696545600891,0.0,169561,6.009788583333333e-05
172453,663,80.0,8.0,2892,0.008028157986700535,0.5330387353897095,0.0,172453,6.005691583333333e-05
172510,664,0.0,0.0,57,0.006640587467700243,0.6213008165359497,0.0,172510,6.0056108333333334e-05
172726,665,50.0,5.0,216,0.004786883480846882,0.605472207069397,0.0,172726,6.005304833333334e-05
172940,666,40.0,4.0,214,0.004180232994258404,0.6047104597091675,0.0,172940,6.0050016666666666e-05
172989,667,10.0,1.0,49,0.0026589788030833006,0.44085225462913513,0.0,172989,6.00493225e-05
173113,668,40.0,4.0,124,0.002240563277155161,0.5765781998634338,0.0,173113,6.0047565833333336e-05
173265,669,50.0,5.0,152,0.003039458766579628,0.5639503598213196,0.0,173265,6.0045412500000004e-05
173670,670,100.0,10.0,405,0.003611600724980235,0.4852272868156433,0.0,173670,6.0039675e-05
173723,671,10.0,1.0,53,0.002778413472697139,0.521419107913971,0.0,173723,6.0038924166666666e-05
173811,672,30.0,3.0,88,0.005732053890824318,0.5343292951583862,0.0,173811,6.00376775e-05
174392,673,90.0,9.0,581,0.006734350696206093,0.47674012184143066,0.0,174392,6.002944666666667e-05
174499,674,20.0,2.0,107,0.0035183378495275974,0.4897897243499756,0.0,174499,6.002793083333333e-05
174577,675,20.0,2.0,78,0.004162549041211605,0.6396668553352356,0.0,174577,6.0026825833333336e-05
174662,676,20.0,2.0,85,0.0021794624626636505,0.6059449315071106,0.0,174662,6.002562166666667e-05
174777,677,20.0,2.0,115,0.006075697019696236,0.5671947598457336,0.0,174777,6.00239925e-05
174874,678,20.0,2.0,97,0.0026178965345025063,0.6766235828399658,0.0,174874,6.0022618333333336e-05
174968,679,20.0,2.0,94,0.004021274391561747,0.5732689499855042,0.0,174968,6.002128666666667e-05
175187,680,40.0,4.0,219,0.0033312756568193436,0.555015504360199,0.0,175187,6.0018184166666665e-05
175240,681,10.0,1.0,53,0.0033654822036623955,0.44356149435043335,0.0,175240,6.001743333333333e-05
175459,682,60.0,6.0,219,0.005259402096271515,0.6193541288375854,0.0,175459,6.0014330833333336e-05
175621,683,70.0,7.0,162,0.0026662172749638557,0.47771602869033813,0.0,175621,6.001203583333334e-05
175854,684,40.0,4.0,233,0.006220802664756775,0.493378609418869,0.0,175854,6.0008735e-05
176055,685,40.0,4.0,201,0.004406532738357782,0.6139621734619141,0.0,176055,6.0005887500000003e-05
176105,686,0.0,0.0,50,0.0024521825835108757,0.5509445667266846,0.0,176105,6.000517916666667e-05
176155,687,10.0,1.0,50,0.004413154441863298,0.6717543601989746,0.0,176155,6.000447083333334e-05
176285,688,50.0,5.0,130,0.006185970269143581,0.5474414825439453,0.0,176285,6.000262916666667e-05
176338,689,10.0,1.0,53,0.0020336294546723366,0.5775476098060608,0.0,176338,6.0001878333333335e-05
176391,690,10.0,1.0,53,0.006052874028682709,0.6846945285797119,0.0,176391,6.00011275e-05
176545,691,20.0,2.0,154,0.0017691819230094552,0.641608715057373,0.0,176545,5.999894583333334e-05
176702,692,50.0,5.0,157,0.0021620984189212322,0.5734568238258362,0.0,176702,5.9996721666666665e-05
176969,693,50.0,5.0,267,0.005641505587846041,0.5430940985679626,0.0,176969,5.999293916666667e-05
177046,694,20.0,2.0,77,0.002171771600842476,0.6395121812820435,0.0,177046,5.999184833333333e-05
177094,695,0.0,0.0,48,0.002751224907115102,0.5440741777420044,0.0,177094,5.999116833333333e-05
177208,696,30.0,3.0,114,0.009689442813396454,0.6003322601318359,0.0,177208,5.9989553333333334e-05
177494,697,70.0,7.0,286,0.0027709705755114555,0.5094192028045654,0.0,177494,5.9985501666666666e-05
177571,698,10.0,1.0,77,0.0030246591195464134,0.6063622236251831,0.0,177571,5.9984410833333336e-05
177685,699,30.0,3.0,114,0.004357620142400265,0.5681800842285156,0.0,177685,5.998279583333333e-05
177735,700,10.0,1.0,50,0.003294172929599881,0.48643869161605835,0.0,177735,5.99820875e-05
177866,701,20.0,2.0,131,0.004173533525317907,0.4838540554046631,0.0,177866,5.998023166666667e-05
177917,702,10.0,1.0,51,0.002590039512142539,0.4370929002761841,0.0,177917,5.997950916666667e-05
177965,703,0.0,0.0,48,0.002320629544556141,0.5527909994125366,0.0,177965,5.997882916666667e-05
178153,704,30.0,3.0,188,0.007489458657801151,0.5564088821411133,0.0,178153,5.9976165833333336e-05
178265,705,10.0,1.0,112,0.0029840022325515747,0.6098439693450928,0.0,178265,5.997457916666667e-05
178565,706,50.0,5.0,300,0.005042713135480881,0.6263688802719116,0.0,178565,5.9970329166666665e-05
178614,707,10.0,1.0,49,0.0018902424490079284,0.6277499794960022,0.0,178614,5.9969635e-05
179104,708,90.0,9.0,490,0.003345365868881345,0.5679336786270142,0.0,179104,5.996269333333333e-05
179193,709,40.0,4.0,89,0.0024355934001505375,0.6653512716293335,0.0,179193,5.9961432500000004e-05
179320,710,50.0,5.0,127,0.006293801590800285,0.7836191058158875,0.0,179320,5.9959633333333334e-05
179432,711,30.0,3.0,112,0.001639324938878417,0.6065348386764526,0.0,179432,5.995804666666667e-05
179479,712,10.0,1.0,47,0.0008307762909680605,0.4679875373840332,0.0,179479,5.9957380833333336e-05
179528,713,0.0,0.0,49,0.00192593177780509,0.6863714456558228,0.0,179528,5.995668666666667e-05
179657,714,60.0,6.0,129,0.0040072305127978325,0.6385564804077148,0.0,179657,5.995485916666667e-05
179752,715,20.0,2.0,95,0.0033945797476917505,0.5544826984405518,0.0,179752,5.995351333333333e-05
179972,716,40.0,4.0,220,0.0025379660073667765,0.4516569674015045,0.0,179972,5.995039666666667e-05
180128,717,40.0,4.0,156,0.004135339055210352,0.5120693445205688,0.0,180000,5.9948186666666664e-05
180220,718,10.0,1.0,92,0.006682289764285088,0.6442064642906189,0.0,180000,5.994688333333334e-05
180271,719,0.0,0.0,51,0.0028910867404192686,0.4900452792644501,0.0,180000,5.994616083333334e-05
180320,720,0.0,0.0,49,0.01321132481098175,0.6497687697410583,0.0,180000,5.994546666666667e-05
180951,721,90.0,9.0,631,0.002132600639015436,0.5333603620529175,0.0,180000,5.99365275e-05
181215,722,60.0,6.0,264,0.005336769390851259,0.637381374835968,0.0,180000,5.99327875e-05
181524,723,100.0,10.0,309,0.003768382128328085,0.5115877389907837,0.0,180000,5.992841e-05
181614,724,20.0,2.0,90,0.0045881387777626514,0.5117526054382324,0.0,180000,5.9927135e-05
181728,725,20.0,2.0,114,0.001802356680855155,0.47543683648109436,0.0,180000,5.992552e-05
181868,726,60.0,6.0,140,0.0034552165307104588,0.5528755187988281,0.0,180000,5.992353666666667e-05
181977,727,10.0,1.0,109,0.00253836577758193,0.5924246311187744,0.0,180000,5.99219925e-05
182027,728,10.0,1.0,50,0.008496174588799477,0.5829451084136963,0.0,180000,5.992128416666667e-05
182227,729,40.0,4.0,200,0.0032011745497584343,0.5278351306915283,0.0,180000,5.991845083333334e-05
182338,730,10.0,1.0,111,0.0019350462825968862,0.39146602153778076,0.0,180000,5.991687833333333e-05
182526,731,40.0,4.0,188,0.006277702283114195,0.5456551909446716,0.0,180000,5.9914215000000004e-05
182577,732,10.0,1.0,51,0.0035933100152760744,0.631313145160675,0.0,180000,5.9913492500000004e-05
182631,733,0.0,0.0,54,0.004086044151335955,0.5645712614059448,0.0,180000,5.99127275e-05
182856,734,70.0,7.0,225,0.0058611659333109856,0.6575364470481873,0.0,180000,5.990954e-05
183087,735,80.0,8.0,231,0.0017548796022310853,0.5228353142738342,0.0,180000,5.99062675e-05
183339,736,50.0,5.0,252,0.002271185629069805,0.5120144486427307,0.0,180000,5.99026975e-05
183491,737,30.0,3.0,152,0.004527616780251265,0.545723557472229,0.0,180000,5.990054416666667e-05
183621,738,30.0,3.0,130,0.010281641036272049,0.6484469175338745,0.0,180000,5.98987025e-05
183675,739,0.0,0.0,54,0.0019597490318119526,0.4864562153816223,0.0,180000,5.98979375e-05
183729,740,0.0,0.0,54,0.003256498835980892,0.43845951557159424,0.0,180000,5.98971725e-05
183981,741,70.0,7.0,252,0.011195879429578781,0.4889850318431854,0.0,180000,5.98936025e-05
184032,742,0.0,0.0,51,0.0027773769106715918,0.6544038653373718,0.0,180000,5.989288e-05
184291,743,80.0,8.0,259,0.004099037032574415,0.7052751183509827,0.0,180000,5.988921083333333e-05
184428,744,20.0,2.0,137,0.002285298891365528,0.6028925776481628,0.0,180000,5.988727e-05
184568,745,10.0,1.0,140,0.003459797240793705,0.533784031867981,0.0,180000,5.988528666666667e-05
185146,746,110.0,11.0,578,0.0050451490096747875,0.7185350656509399,0.0,180000,5.9877098333333334e-05
185283,747,30.0,3.0,137,0.0015232386067509651,0.6148372888565063,0.0,180000,5.98751575e-05
185373,748,20.0,2.0,90,0.0027176954317837954,0.6987888813018799,0.0,180000,5.98738825e-05
185498,749,40.0,4.0,125,0.004086419474333525,0.6082455515861511,0.0,180000,5.987211166666667e-05
185749,750,80.0,8.0,251,0.006355940364301205,0.6229801177978516,0.0,180000,5.9868555833333336e-05
185839,751,40.0,4.0,90,0.0048757633194327354,0.6090291738510132,0.0,180000,5.9867280833333335e-05
185919,752,0.0,0.0,80,0.0011132550425827503,0.6427450180053711,0.0,180000,5.98661475e-05
186149,753,60.0,6.0,230,0.005112023092806339,0.6574134230613708,0.0,180000,5.986288916666667e-05
186218,754,20.0,2.0,69,0.00587244750931859,0.628912627696991,0.0,180000,5.9861911666666667e-05
186888,755,110.0,11.0,670,0.005019224248826504,0.6076855063438416,0.0,180000,5.985242e-05
187080,756,40.0,4.0,192,0.0038679707795381546,0.6072431802749634,0.0,180000,5.9849700000000004e-05
187299,757,70.0,7.0,219,0.007207075133919716,0.6223719120025635,0.0,180000,5.98465975e-05
187352,758,10.0,1.0,53,0.0041071465238928795,0.608903169631958,0.0,180000,5.984584666666667e-05
187896,759,100.0,10.0,544,0.0045115104876458645,0.6021022796630859,0.0,180000,5.983814e-05
188064,760,60.0,6.0,168,0.0124684888869524,0.6464847326278687,0.0,180000,5.983576e-05
188266,761,40.0,4.0,202,0.0029534222558140755,0.5482181310653687,0.0,180000,5.983289833333333e-05
188608,762,90.0,9.0,342,0.0020565621089190245,0.6011878252029419,0.0,180000,5.982805333333333e-05
188754,763,60.0,6.0,146,0.0049962569028139114,0.5967824459075928,0.0,180000,5.9825985e-05
188929,764,30.0,3.0,175,0.0045380378141999245,0.5841387510299683,0.0,180000,5.9823505833333336e-05
189008,765,20.0,2.0,79,0.009203930385410786,0.6821812391281128,0.0,180000,5.9822386666666666e-05
189137,766,30.0,3.0,129,0.005301131866872311,0.6564586162567139,0.0,180000,5.982055916666667e-05
189188,767,10.0,1.0,51,0.0020410113502293825,0.7125396728515625,0.0,180000,5.981983666666667e-05
189298,768,30.0,3.0,110,0.0016281738644465804,0.6030875444412231,0.0,180000,5.981827833333333e-05
189419,769,30.0,3.0,121,0.003554656868800521,0.7592750787734985,0.0,180000,5.981656416666667e-05
189511,770,20.0,2.0,92,0.0042427838779985905,0.664631724357605,0.0,180000,5.9815260833333335e-05
189623,771,30.0,3.0,112,0.0026808413676917553,0.6865639686584473,0.0,180000,5.981367416666667e-05
189719,772,20.0,2.0,96,0.0026810639537870884,0.5761093497276306,0.0,180000,5.981231416666667e-05
189844,773,20.0,2.0,125,0.006046809256076813,0.6995559930801392,0.0,180000,5.9810543333333333e-05
189924,774,20.0,2.0,80,0.001072748564183712,0.6724622845649719,0.0,180000,5.980941e-05
190044,775,20.0,2.0,120,0.0053474195301532745,0.6521124839782715,0.0,180000,5.980771e-05
190133,776,30.0,3.0,89,0.0039946287870407104,0.6799257397651672,0.0,180000,5.9806449166666666e-05
190249,777,30.0,3.0,116,0.002835598075762391,0.6559765338897705,0.0,180000,5.9804805833333335e-05
190471,778,70.0,7.0,222,0.006862030830234289,0.7333101630210876,0.0,180000,5.980166083333333e-05
190566,779,40.0,4.0,95,0.00446825148537755,0.6863400936126709,0.0,180000,5.9800315e-05
190723,780,30.0,3.0,157,0.0035863511729985476,0.5600064992904663,0.0,180000,5.979809083333333e-05
190824,781,20.0,2.0,101,0.004680162761360407,0.6575679183006287,0.0,180000,5.979666e-05
191012,782,40.0,4.0,188,0.003249017521739006,0.6064993143081665,0.0,180000,5.9793996666666666e-05
191104,783,40.0,4.0,92,0.002624855376780033,0.5968225598335266,0.0,180000,5.979269333333333e-05
192790,784,110.0,11.0,1686,0.0033877212554216385,0.6635545492172241,0.0,180000,5.9768808333333334e-05
193352,785,90.0,9.0,562,0.00638139434158802,0.747646689414978,0.0,180000,5.9760846666666664e-05
193474,786,20.0,2.0,122,0.0031335740350186825,0.8260291814804077,0.0,180000,5.9759118333333334e-05
193983,787,100.0,10.0,509,0.002081214217469096,0.5872567296028137,0.0,180000,5.9751907500000004e-05
194207,788,40.0,4.0,224,0.004281698726117611,0.5818861126899719,0.0,180000,5.974873416666667e-05
194315,789,0.0,0.0,108,0.004041495267301798,0.7354012131690979,0.0,180000,5.974720416666667e-05
194368,790,10.0,1.0,53,0.005288546904921532,0.7608151435852051,0.0,180000,5.9746453333333336e-05
194856,791,70.0,7.0,488,0.004366466775536537,0.7589951157569885,0.0,180000,5.973954e-05
194950,792,20.0,2.0,94,0.0023766295053064823,0.5337736010551453,0.0,180000,5.9738208333333335e-05
195147,793,40.0,4.0,197,0.005289657041430473,0.6590490937232971,0.0,180000,5.97354175e-05
195253,794,20.0,2.0,106,0.005098029971122742,0.6734228134155273,0.0,180000,5.9733915833333336e-05
195330,795,10.0,1.0,77,0.003763786982744932,0.6213765740394592,0.0,180000,5.9732825e-05
195955,796,100.0,10.0,625,0.006568257696926594,0.7696475386619568,0.0,180000,5.972397083333333e-05
196144,797,60.0,6.0,189,0.0025191744789481163,0.7582551836967468,0.0,180000,5.972129333333334e-05
196592,798,90.0,9.0,448,0.003603943157941103,0.7478446960449219,0.0,180000,5.9714946666666665e-05
196670,799,10.0,1.0,78,0.002240521600469947,0.7818684577941895,0.0,180000,5.971384166666667e-05
196754,800,10.0,1.0,84,0.0034191375598311424,0.6600646376609802,0.0,180000,5.971265166666667e-05
196875,801,40.0,4.0,121,0.0027307274285703897,0.7402771711349487,0.0,180000,5.9710937500000004e-05
196957,802,10.0,1.0,82,0.0044692764058709145,0.6601467132568359,0.0,180000,5.9709775833333335e-05
197089,803,20.0,2.0,132,0.003578552044928074,0.6753486394882202,0.0,180000,5.970790583333333e-05
197468,804,100.0,10.0,379,0.0029420885257422924,0.6535096168518066,0.0,180000,5.9702536666666664e-05
197640,805,30.0,3.0,172,0.004363519139587879,0.7200678586959839,0.0,180000,5.97001e-05
197697,806,10.0,1.0,57,0.004342406056821346,0.5983412265777588,0.0,180000,5.96992925e-05
197817,807,30.0,3.0,120,0.0012751552276313305,0.6324023604393005,0.0,180000,5.96975925e-05
198034,808,60.0,6.0,217,0.002342906314879656,0.7059726715087891,0.0,180000,5.9694518333333335e-05
198087,809,0.0,0.0,53,0.004832759499549866,0.5305789709091187,0.0,180000,5.96937675e-05
198567,810,80.0,8.0,480,0.0056884875521063805,0.7499243021011353,0.0,180000,5.96869675e-05
198865,811,30.0,3.0,298,0.0036153336986899376,0.7375134229660034,0.0,180000,5.9682745833333335e-05
198956,812,30.0,3.0,91,0.006117706187069416,0.6952965259552002,0.0,180000,5.968145666666667e-05
199051,813,20.0,2.0,95,0.002115488052368164,0.6774334907531738,0.0,180000,5.968011083333333e-05
199358,814,60.0,6.0,307,0.0037512662820518017,0.6118038296699524,0.0,180000,5.967576166666667e-05
199644,815,50.0,5.0,286,0.005152493249624968,0.7230069637298584,0.0,180000,5.967171e-05
199881,816,60.0,6.0,237,0.0028802985325455666,0.6436172723770142,0.0,180000,5.96683525e-05
200041,817,30.0,3.0,160,0.004197914153337479,0.769756019115448,0.0,180000,5.9666085833333335e-05
200626,818,80.0,8.0,585,0.001448152237571776,0.7722727656364441,0.0,180000,5.9657798333333334e-05
200948,819,90.0,9.0,322,0.0024311295710504055,0.8304808735847473,0.0,180000,5.965323666666667e-05
201084,820,30.0,3.0,136,0.006617195904254913,0.711594820022583,0.0,180000,5.965131e-05
201914,821,175.0,17.0,830,0.0030192150734364986,0.8135120868682861,0.0,180000,5.963955166666667e-05
202136,822,50.0,5.0,222,0.0010522615630179644,0.7969859838485718,0.0,180000,5.9636406666666666e-05
202241,823,30.0,3.0,105,0.0026682650204747915,0.6974215507507324,0.0,180000,5.963491916666667e-05
202290,824,10.0,1.0,49,0.00367142166942358,0.6215947866439819,0.0,180000,5.9634225e-05
202967,825,90.0,9.0,677,0.006643490865826607,0.9411540031433105,0.0,180000,5.9624634166666666e-05
203143,826,50.0,5.0,176,0.005331540480256081,0.746130645275116,0.0,180000,5.962214083333334e-05
203220,827,20.0,2.0,77,0.002071445807814598,0.7414930462837219,0.0,180000,5.962105e-05
203636,828,110.0,11.0,416,0.003314686706289649,0.8212487697601318,0.0,180000,5.961515666666667e-05
203812,829,50.0,5.0,176,0.006254483014345169,0.7730503082275391,0.0,180000,5.9612663333333335e-05
204031,830,60.0,6.0,219,0.0037935422733426094,0.7180333137512207,0.0,180000,5.960956083333333e-05
204214,831,30.0,3.0,183,0.002190320985391736,0.7012246251106262,0.0,180000,5.9606968333333336e-05
204313,832,20.0,2.0,99,0.002266255673021078,0.639451265335083,0.0,180000,5.9605565833333336e-05
204366,833,10.0,1.0,53,0.006387343630194664,0.7406642436981201,0.0,180000,5.9604815e-05
204749,834,80.0,8.0,383,0.004461474251002073,0.6888881325721741,0.0,180000,5.959938916666667e-05
204846,835,20.0,2.0,97,0.004017747472971678,0.8541231155395508,0.0,180000,5.9598015e-05
205157,836,90.0,9.0,311,0.002979372162371874,0.7380216121673584,0.0,180000,5.9593609166666664e-05
205233,837,20.0,2.0,76,0.00589369423687458,0.6313389539718628,0.0,180000,5.95925325e-05
205363,838,40.0,4.0,130,0.003944238182157278,0.746583878993988,0.0,180000,5.959069083333333e-05
205678,839,80.0,8.0,315,0.0034702017437666655,0.8182569146156311,0.0,180000,5.9586228333333335e-05
205770,840,40.0,4.0,92,0.0035864990204572678,0.739531934261322,0.0,180000,5.9584925e-05
205841,841,20.0,2.0,71,0.0026020067743957043,0.7450507879257202,0.0,180000,5.9583919166666664e-05
205933,842,40.0,4.0,92,0.004440978169441223,0.6407949328422546,0.0,180000,5.958261583333334e-05
206060,843,30.0,3.0,127,0.0017703748308122158,0.7809997200965881,0.0,180000,5.958081666666667e-05
206151,844,50.0,5.0,91,0.0049841152504086494,0.7298993468284607,0.0,180000,5.95795275e-05
206366,845,70.0,7.0,215,0.003338031703606248,0.826097846031189,0.0,180000,5.957648166666667e-05
206480,846,20.0,2.0,114,0.0030402475968003273,0.7378729581832886,0.0,180000,5.957486666666667e-05
206636,847,20.0,2.0,156,0.002250050660222769,0.7448832988739014,0.0,180000,5.9572656666666666e-05
206830,848,80.0,8.0,194,0.0034313732758164406,0.6765754818916321,0.0,180000,5.956990833333333e-05
207046,849,60.0,6.0,216,0.0016146611887961626,0.8096191883087158,0.0,180000,5.9566848333333335e-05
207265,850,50.0,5.0,219,0.005251927301287651,0.6929600238800049,0.0,180000,5.956374583333333e-05
207341,851,20.0,2.0,76,0.0020446348935365677,0.7515065670013428,0.0,180000,5.956266916666667e-05
207388,852,0.0,0.0,47,0.0037873145192861557,0.6114197373390198,0.0,180000,5.9562003333333335e-05
207675,853,50.0,5.0,287,0.001959115732461214,0.8876656293869019,0.0,180000,5.95579375e-05
207963,854,100.0,10.0,288,0.004294774495065212,0.7626051902770996,0.0,180000,5.95538575e-05
208105,855,20.0,2.0,142,0.008948948234319687,0.8675082921981812,0.0,180000,5.955184583333333e-05
208356,856,80.0,8.0,251,0.007111391052603722,0.7505362033843994,0.0,180000,5.954829e-05
209297,857,250.0,22.0,941,0.0036598611623048782,0.6604720950126648,0.0,180000,5.953495916666667e-05
209862,858,100.0,10.0,565,0.002705426886677742,0.8025122880935669,0.0,180000,5.9526955e-05
210296,859,100.0,10.0,434,0.0028522866778075695,0.7935622930526733,0.0,180000,5.952080666666667e-05
210636,860,90.0,9.0,340,0.0029974374920129776,0.6928008794784546,0.0,180000,5.9515990000000003e-05
210715,861,20.0,2.0,79,0.00589075917378068,0.8128008842468262,0.0,180000,5.9514870833333334e-05
211035,862,60.0,6.0,320,0.0035424414090812206,0.7335410714149475,0.0,180000,5.95103375e-05
211159,863,70.0,7.0,124,0.004824411123991013,0.7329839468002319,0.0,180000,5.9508580833333335e-05
211247,864,30.0,3.0,88,0.006323448847979307,0.8876755833625793,0.0,180000,5.9507334166666667e-05
211325,865,0.0,0.0,78,0.004885754082351923,1.1478369235992432,0.0,180000,5.950622916666667e-05
211609,866,50.0,5.0,284,0.00332520785741508,0.8403420448303223,0.0,180000,5.9502205833333336e-05
211888,867,40.0,4.0,279,0.003167533315718174,0.9170542359352112,0.0,180000,5.9498253333333334e-05
211980,868,20.0,2.0,92,0.009355643764138222,0.7934097051620483,0.0,180000,5.949695e-05
212038,869,0.0,0.0,58,0.0050553856417536736,0.8929877281188965,0.0,180000,5.9496128333333334e-05
212327,870,60.0,6.0,289,0.0010137568460777402,0.8107122182846069,0.0,180000,5.949203416666667e-05
212727,871,80.0,8.0,400,0.0030610584653913975,0.8103319406509399,0.0,180000,5.94863675e-05
213092,872,80.0,8.0,365,0.002980956807732582,0.7011069655418396,0.0,180000,5.948119666666667e-05
213198,873,20.0,2.0,106,0.001493791351094842,0.8152023553848267,0.0,180000,5.9479695e-05
213319,874,20.0,2.0,121,0.0032204401213675737,0.8715999126434326,0.0,180000,5.9477980833333335e-05
213498,875,60.0,6.0,179,0.004023262765258551,0.7325702905654907,0.0,180000,5.9475445e-05
213905,876,100.0,10.0,407,0.006014334037899971,0.8677074909210205,0.0,180000,5.946967916666667e-05
214318,877,90.0,9.0,413,0.0037303133867681026,0.7976873517036438,0.0,180000,5.946382833333333e-05
