step,episode,ep_return_raw,ep_return_shaped,ep_len,loss,q_mean,epsilon,replay_size,lr
1070699,2346,160.0,16.0,734,0.002219785936176777,4.054768085479736,0.0,180000,4.733176416666667e-05
1071143,2347,110.0,11.0,444,0.0025160997174680233,3.609562397003174,0.0,180000,4.732547416666667e-05
1071649,2348,175.0,17.0,506,0.003568012034520507,3.963235378265381,0.0,180000,4.731830583333333e-05
1072835,2349,540.0,37.0,1186,0.002181543968617916,3.7028141021728516,0.0,180000,4.730150416666667e-05
1073749,2350,325.0,27.0,914,0.004504443611949682,3.850616455078125,0.0,180000,4.728855583333333e-05
1075919,2351,1820.0,68.0,2170,0.0005100659909658134,3.9780685901641846,0.0,180000,4.725781416666667e-05
1076365,2352,120.0,12.0,446,0.0032301577739417553,4.047396659851074,0.0,180000,4.7251495833333334e-05
1077059,2353,220.0,20.0,694,0.004852892830967903,3.9454195499420166,0.0,180000,4.724166416666667e-05
1077196,2354,40.0,4.0,137,0.0011314386501908302,4.074367523193359,0.0,180000,4.7239723333333334e-05
1079297,2355,1740.0,68.0,2101,0.004960296675562859,3.994114637374878,0.0,180000,4.7209959166666666e-05
1080412,2356,400.0,32.0,1115,0.0014963834546506405,3.8317577838897705,0.0,180000,4.719416333333333e-05
1081285,2357,340.0,28.0,873,0.00240806071087718,3.99501371383667,0.0,180000,4.718179583333334e-05
1082160,2358,355.0,29.0,875,0.0010718468111008406,4.090611457824707,0.0,180000,4.7169399999999996e-05
1082267,2359,30.0,3.0,107,0.002743970602750778,3.697516918182373,0.0,180000,4.716788416666667e-05
1082606,2360,110.0,11.0,339,0.0033257873728871346,4.03147029876709,0.0,180000,4.716308166666667e-05
1083833,2361,640.0,40.0,1227,0.0020211287774145603,3.928643226623535,0.0,180000,4.714569916666667e-05
1084306,2362,175.0,17.0,473,0.010840611532330513,3.8408796787261963,0.0,180000,4.7138998333333335e-05
1084559,2363,90.0,9.0,253,0.0009425485623069108,4.0409979820251465,0.0,180000,4.713541416666666e-05
1085727,2364,580.0,38.0,1168,0.0007705051102675498,4.1017374992370605,0.0,180000,4.71188675e-05
1086588,2365,310.0,26.0,861,0.002205037511885166,3.8520474433898926,0.0,180000,4.710667e-05
1086936,2366,80.0,8.0,348,0.0018453001976013184,3.6440577507019043,0.0,180000,4.710174e-05
1087239,2367,120.0,12.0,303,0.0011286332737654448,3.6748247146606445,0.0,180000,4.70974475e-05
1088487,2368,820.0,44.0,1248,0.0020858203060925007,3.881164073944092,0.0,180000,4.70797675e-05
1089230,2369,265.0,23.0,743,0.003527555614709854,3.9517650604248047,0.0,180000,4.7069241666666665e-05
1089948,2370,250.0,22.0,718,0.004779745824635029,4.143019676208496,0.0,180000,4.705907e-05
1090816,2371,325.0,27.0,868,0.005855704192072153,4.192856788635254,0.0,180000,4.7046773333333334e-05
1091518,2372,235.0,21.0,702,0.006421589758247137,4.107575416564941,0.0,180000,4.7036828333333336e-05
1092416,2373,280.0,24.0,898,0.001970456913113594,4.024057388305664,0.0,180000,4.7024106666666665e-05
1092952,2374,160.0,16.0,536,0.0014782806392759085,4.286598205566406,0.0,180000,4.701651333333333e-05
1094804,2375,1440.0,60.0,1852,0.001021893578581512,3.9282541275024414,0.0,180000,4.6990276666666664e-05
1095078,2376,100.0,10.0,274,0.0006747297011315823,3.810854911804199,0.0,180000,4.6986395e-05
1095533,2377,90.0,9.0,455,0.0027748302090913057,3.7896087169647217,0.0,180000,4.697994916666666e-05
1095994,2378,120.0,12.0,461,0.00179330597165972,4.2072906494140625,0.0,180000,4.697341833333333e-05
1096827,2379,370.0,30.0,833,0.0015079694567248225,3.9760637283325195,0.0,180000,4.69616175e-05
1097902,2380,340.0,28.0,1075,0.0021177493035793304,3.927842855453491,0.0,180000,4.694638833333334e-05
1099186,2381,400.0,32.0,1284,0.001713107107207179,3.880390167236328,0.0,180000,4.6928198333333333e-05
1099705,2382,160.0,16.0,519,0.003406896721571684,3.766998767852783,0.0,180000,4.692084583333334e-05
1099788,2383,0.0,0.0,83,0.002508958801627159,3.7080845832824707,0.0,180000,4.691967e-05
1100360,2384,150.0,15.0,572,0.0007932534208521247,4.073155879974365,0.0,180000,4.6911566666666667e-05
1100652,2385,100.0,10.0,292,0.002662520855665207,3.6034340858459473,0.0,180000,4.690743e-05
1101792,2386,500.0,36.0,1140,0.0012251565931364894,4.182394981384277,0.0,180000,4.689128e-05
1103142,2387,600.0,39.0,1350,0.0028217858634889126,4.104832649230957,0.0,180000,4.6872155e-05
1103302,2388,70.0,7.0,160,0.0024416325613856316,3.95291805267334,0.0,180000,4.6869888333333334e-05
1104292,2389,265.0,23.0,990,0.0016232021152973175,4.051383972167969,0.0,180000,4.6855863333333335e-05
1105300,2390,385.0,31.0,1008,0.002527207136154175,3.9178354740142822,0.0,180000,4.684158333333333e-05
1105425,2391,50.0,5.0,125,0.0051103876903653145,4.156320571899414,0.0,180000,4.6839812499999996e-05
1106756,2392,660.0,41.0,1331,0.004668327979743481,3.997718095779419,0.0,180000,4.6820956666666664e-05
1107602,2393,310.0,26.0,846,0.003661852329969406,4.164072036743164,0.0,180000,4.6808971666666666e-05
1108307,2394,205.0,19.0,705,0.0027090185321867466,4.004971027374268,0.0,180000,4.679898416666667e-05
1109173,2395,310.0,26.0,866,0.003759383922442794,4.078807830810547,0.0,180000,4.678671583333333e-05
1110302,2396,385.0,31.0,1129,0.0005709501565434039,3.9968249797821045,0.0,180000,4.6770721666666666e-05
1110740,2397,110.0,11.0,438,0.0008049036841839552,3.6189746856689453,0.0,180000,4.6764516666666666e-05
1112066,2398,1200.0,53.0,1326,0.00030880229314789176,4.237267017364502,0.0,180000,4.6745731666666666e-05
1113481,2399,1020.0,50.0,1415,0.0014684549532830715,4.118068218231201,0.0,180000,4.672568583333333e-05
1113610,2400,50.0,5.0,129,0.0030059474520385265,4.282007694244385,0.0,180000,4.672385833333333e-05
1116048,2401,1860.0,72.0,2438,0.006028107367455959,4.1420578956604,0.0,180000,4.6689319999999995e-05
1117255,2402,680.0,41.0,1207,0.002737205708399415,4.166766166687012,0.0,180000,4.667222083333333e-05
1118979,2403,1080.0,51.0,1724,0.0015103367622941732,4.03608512878418,0.0,180000,4.66477975e-05
1119487,2404,140.0,14.0,508,0.006217572838068008,4.258282661437988,0.0,180000,4.6640600833333337e-05
1119724,2405,60.0,6.0,237,0.005666808690875769,4.214910507202148,0.0,180000,4.6637243333333335e-05
1120541,2406,295.0,25.0,817,0.0012394001241773367,4.1230268478393555,0.0,180000,4.6625669166666667e-05
1121460,2407,310.0,26.0,919,0.0024206754751503468,3.745741367340088,0.0,180000,4.661265e-05
1121785,2408,110.0,11.0,325,0.0024554943665862083,3.986957311630249,0.0,180000,4.6608045833333336e-05
1122333,2409,120.0,12.0,548,0.00127444788813591,4.133612155914307,0.0,180000,4.6600282500000004e-05
1123105,2410,280.0,24.0,772,0.0030409148894250393,4.091517448425293,0.0,180000,4.6589345833333336e-05
1124217,2411,325.0,27.0,1112,0.0022994724567979574,4.017462730407715,0.0,180000,4.65735925e-05
1125633,2412,400.0,32.0,1416,0.002350833499804139,4.187173843383789,0.0,180000,4.65535325e-05
1126387,2413,280.0,24.0,754,0.0032854671590030193,4.09710693359375,0.0,180000,4.654285083333333e-05
1126800,2414,120.0,12.0,413,0.00452406145632267,3.955594778060913,0.0,180000,4.6537000000000005e-05
1128846,2415,2325.0,80.0,2046,0.003041242016479373,4.040431022644043,0.0,180000,4.6508015000000004e-05
1129963,2416,700.0,42.0,1117,0.005069424863904715,4.0862531661987305,0.0,180000,4.6492190833333336e-05
1130788,2417,235.0,21.0,825,0.0028192962054163218,4.109871864318848,0.0,180000,4.6480503333333335e-05
1133006,2418,1800.0,72.0,2218,0.0017660509329289198,4.0027995109558105,0.0,180000,4.644908166666666e-05
1135250,2419,1740.0,68.0,2244,0.0028008054941892624,4.056032180786133,0.0,180000,4.641729166666666e-05
1135620,2420,100.0,10.0,370,0.0038345628418028355,4.10728120803833,0.0,180000,4.6412050000000006e-05
1137269,2421,1540.0,62.0,1649,0.001995380502194166,3.9725475311279297,0.0,180000,4.638868916666666e-05
1137612,2422,80.0,8.0,343,0.002036120742559433,4.010128021240234,0.0,180000,4.638383e-05
1137897,2423,80.0,8.0,285,0.0012999505270272493,3.925102710723877,0.0,180000,4.63797925e-05
1139293,2424,720.0,41.0,1396,0.0004768916987814009,3.957582712173462,0.0,180000,4.636001583333334e-05
1140458,2425,580.0,38.0,1165,0.004618939012289047,4.277814865112305,0.0,180000,4.6343511666666664e-05
1142579,2426,2170.0,78.0,2121,0.005871641915291548,4.265408515930176,0.0,180000,4.6313464166666666e-05
1144201,2427,1080.0,52.0,1622,0.002334936521947384,3.8058154582977295,0.0,180000,4.6290485833333334e-05
1145690,2428,960.0,48.0,1489,0.001374230021610856,4.1278839111328125,0.0,180000,4.626939166666667e-05
1146072,2429,110.0,11.0,382,0.0032728270161896944,4.033770561218262,0.0,180000,4.626398e-05
1146474,2430,130.0,13.0,402,0.002966492436826229,4.035146713256836,0.0,180000,4.6258285e-05
1147511,2431,370.0,30.0,1037,0.004175649955868721,4.1171722412109375,0.0,180000,4.624359416666667e-05
1148415,2432,295.0,25.0,904,0.0013277187244966626,4.054786682128906,0.0,180000,4.62307875e-05
1150033,2433,1240.0,53.0,1618,0.002504415111616254,4.116722106933594,0.0,180000,4.6207865833333334e-05
1150190,2434,40.0,4.0,157,0.0022820462472736835,4.25163459777832,0.0,180000,4.620564166666667e-05
1151261,2435,370.0,30.0,1071,0.0032566431909799576,4.329228401184082,0.0,180000,4.619046916666667e-05
1153213,2436,1660.0,68.0,1952,0.0022320987191051245,3.995854377746582,0.0,180000,4.6162815833333333e-05
1154354,2437,540.0,37.0,1141,0.0021792491897940636,4.060400009155273,0.0,180000,4.614665166666666e-05
1154462,2438,20.0,2.0,108,0.007031984161585569,4.329620361328125,0.0,180000,4.614512166666666e-05
1156526,2439,2040.0,74.0,2064,0.002456776797771454,4.220592498779297,0.0,180000,4.6115881666666664e-05
1158101,2440,1140.0,50.0,1575,0.00311034033074975,4.036432266235352,0.0,180000,4.6093569166666665e-05
1158831,2441,325.0,27.0,730,0.0061528608202934265,4.059681415557861,0.0,180000,4.60832275e-05
1159850,2442,310.0,26.0,1019,0.0021442759316414595,4.162176132202148,0.0,180000,4.606879166666666e-05
1160984,2443,500.0,36.0,1134,0.002960758749395609,4.011086463928223,0.0,180000,4.605272666666667e-05
1161797,2444,295.0,25.0,813,0.007884131744503975,4.1859540939331055,0.0,180000,4.604120916666667e-05
1162677,2445,325.0,27.0,880,0.0016508603002876043,4.139442443847656,0.0,180000,4.60287425e-05
1163007,2446,130.0,13.0,330,0.0020572147332131863,4.328183174133301,0.0,180000,4.60240675e-05
1163511,2447,130.0,13.0,504,0.0006100678583607078,4.277894973754883,0.0,180000,4.60169275e-05
1164437,2448,370.0,30.0,926,0.003240386489778757,4.052385330200195,0.0,180000,4.600380916666667e-05
1164657,2449,60.0,6.0,220,0.0016721829306334257,4.124367713928223,0.0,180000,4.6000692500000004e-05
1165536,2450,280.0,24.0,879,0.0011241049505770206,4.368746757507324,0.0,180000,4.598824e-05
1166277,2451,205.0,19.0,741,0.001702023670077324,4.156435966491699,0.0,180000,4.59777425e-05
1167598,2452,820.0,44.0,1321,0.0003655289183370769,4.002123832702637,0.0,180000,4.595902833333333e-05
1168708,2453,620.0,39.0,1110,0.003319374518468976,3.8303632736206055,0.0,180000,4.5943303333333336e-05
1169374,2454,160.0,16.0,666,0.004328849725425243,4.020921230316162,0.0,180000,4.593386833333333e-05
1170275,2455,355.0,29.0,901,0.0019007172668352723,4.08881139755249,0.0,180000,4.592110416666666e-05
1171846,2456,1240.0,55.0,1571,0.002414973685517907,3.8039474487304688,0.0,180000,4.5898848333333336e-05
1172450,2457,190.0,18.0,604,0.0022386955097317696,3.976776361465454,0.0,180000,4.589029166666667e-05
1173834,2458,880.0,46.0,1384,0.004166006110608578,4.501877307891846,0.0,180000,4.5870685e-05
1174427,2459,130.0,13.0,593,0.002878807717934251,4.037428379058838,0.0,180000,4.586228416666667e-05
1174963,2460,205.0,19.0,536,0.0014492933405563235,4.266529083251953,0.0,180000,4.5854690833333334e-05
1175050,2461,10.0,1.0,87,0.0023549092002213,4.2973151206970215,0.0,180000,4.585345833333333e-05
1175206,2462,60.0,6.0,156,0.0016994625329971313,4.418771743774414,0.0,180000,4.5851248333333333e-05
1175333,2463,20.0,2.0,127,0.0028435098938643932,4.141892910003662,0.0,180000,4.584944916666667e-05
1177085,2464,1580.0,62.0,1752,0.0019436945440247655,4.066009998321533,0.0,180000,4.582462916666667e-05
1178429,2465,920.0,45.0,1344,0.002725941361859441,3.9222781658172607,0.0,180000,4.5805589166666665e-05
1180159,2466,1520.0,60.0,1730,0.0030251131393015385,4.331113815307617,0.0,180000,4.5781080833333334e-05
1180993,2467,325.0,27.0,834,0.0016703513683751225,4.282543182373047,0.0,180000,4.5769265833333334e-05
1181156,2468,50.0,5.0,163,0.002574641490355134,4.717987537384033,0.0,180000,4.576695666666667e-05
1182868,2469,1640.0,67.0,1712,0.003150772303342819,4.210556983947754,0.0,180000,4.574270333333333e-05
1183952,2470,480.0,35.0,1084,0.0051054093055427074,4.1274919509887695,0.0,180000,4.5727346666666664e-05
1185419,2471,540.0,37.0,1467,0.002213384723290801,4.254645347595215,0.0,180000,4.570656416666667e-05
1185577,2472,20.0,2.0,158,0.0009151003323495388,4.107936859130859,0.0,180000,4.570432583333333e-05
1186389,2473,295.0,25.0,812,0.005099819041788578,4.274717807769775,0.0,180000,4.56928225e-05
1186791,2474,110.0,11.0,402,0.00032636342803016305,4.192710876464844,0.0,180000,4.5687127500000004e-05
1187085,2475,90.0,9.0,294,0.0009206029935739934,4.333258628845215,0.0,180000,4.5682962500000004e-05
1187978,2476,355.0,29.0,893,0.003536513540893793,4.169734954833984,0.0,180000,4.5670311666666665e-05
1188637,2477,160.0,16.0,659,0.0016143393004313111,4.189242362976074,0.0,180000,4.5660975833333335e-05
1189331,2478,250.0,22.0,694,0.0012200592318549752,3.9457778930664062,0.0,180000,4.565114416666667e-05
1190233,2479,420.0,33.0,902,0.0017847369890660048,4.3448381423950195,0.0,180000,4.563836583333334e-05
1192096,2480,1080.0,51.0,1863,0.004565050825476646,4.115178108215332,0.0,180000,4.561197333333333e-05
1193399,2481,385.0,31.0,1303,0.0010412883711978793,4.323554515838623,0.0,180000,4.559351416666666e-05
1193744,2482,120.0,12.0,345,0.0015105516649782658,4.505051612854004,0.0,180000,4.558862666666666e-05
1193871,2483,50.0,5.0,127,0.009279493242502213,4.173776149749756,0.0,180000,4.55868275e-05
1194740,2484,205.0,19.0,869,0.0018213801085948944,3.998157024383545,0.0,180000,4.5574516666666665e-05
1196264,2485,960.0,47.0,1524,0.0012128872331231833,4.305028438568115,0.0,180000,4.5552926666666666e-05
1197112,2486,295.0,25.0,848,0.0014489837922155857,4.661712169647217,0.0,180000,4.5540913333333335e-05
1197772,2487,280.0,24.0,660,0.0001532304158899933,4.18735933303833,0.0,180000,4.553156333333333e-05
1198251,2488,130.0,13.0,479,0.003385963151231408,4.109992027282715,0.0,180000,4.5524777500000003e-05
1198388,2489,30.0,3.0,137,0.0012092713732272387,4.055158615112305,0.0,180000,4.552283666666667e-05
1199253,2490,295.0,25.0,865,0.003729849588125944,3.747955083847046,0.0,180000,4.55105825e-05
1199471,2491,70.0,7.0,218,0.003298817202448845,4.069645881652832,0.0,180000,4.550749416666666e-05
1200750,2492,820.0,43.0,1279,0.004567093215882778,4.20991325378418,0.0,180000,4.5489375000000004e-05
1201585,2493,295.0,25.0,835,0.001494643627665937,3.8650436401367188,0.0,180000,4.547754583333334e-05
1202381,2494,295.0,25.0,796,0.0034024997148662806,4.124468803405762,0.0,180000,4.5466269166666665e-05
1203310,2495,355.0,29.0,929,0.004351475276052952,4.041483402252197,0.0,180000,4.545310833333334e-05
1203900,2496,175.0,17.0,590,0.0016893891151994467,4.295597076416016,0.0,180000,4.544475e-05
1204675,2497,325.0,27.0,775,0.0058265868574380875,4.371365547180176,0.0,180000,4.543377083333333e-05
1207772,2498,3540.0,101.0,3097,0.0017678069416433573,4.194276809692383,0.0,180000,4.5389896666666666e-05
1208894,2499,355.0,29.0,1122,0.001130001386627555,4.137078762054443,0.0,180000,4.5374001666666665e-05
1210571,2500,1380.0,60.0,1677,0.003709028474986553,4.231340408325195,0.0,180000,4.535024416666667e-05
1211202,2501,175.0,17.0,631,0.0010029320837929845,4.172458648681641,0.0,180000,4.5341305e-05
1211583,2502,80.0,8.0,381,0.0016582534881308675,4.223503112792969,0.0,180000,4.53359075e-05
1213272,2503,2180.0,74.0,1689,0.0029957210645079613,4.049544334411621,0.0,180000,4.531198e-05
1213625,2504,120.0,12.0,353,0.0061966837383806705,4.326910018920898,0.0,180000,4.530697916666667e-05
1215148,2505,1060.0,50.0,1523,0.004042814020067453,4.139029502868652,0.0,180000,4.5285403333333337e-05
1215496,2506,110.0,11.0,348,0.0005251128459349275,4.167699813842773,0.0,180000,4.528047333333333e-05
1216414,2507,325.0,27.0,918,0.004032454919070005,4.416589736938477,0.0,180000,4.5267468333333335e-05
1218498,2508,1720.0,68.0,2084,0.0011326256208121777,4.196798324584961,0.0,180000,4.5237945e-05
1218815,2509,80.0,8.0,317,0.0030169542878866196,4.3523406982421875,0.0,180000,4.523345416666667e-05
1218872,2510,10.0,1.0,57,0.003320957999676466,4.02469539642334,0.0,180000,4.523264666666667e-05
1219606,2511,205.0,19.0,734,0.004882552195340395,4.417638301849365,0.0,180000,4.522224833333333e-05
1219825,2512,80.0,8.0,219,0.0031465222127735615,3.9991772174835205,0.0,180000,4.521914583333333e-05
1221180,2513,700.0,42.0,1355,0.0006442323792725801,3.84605073928833,0.0,180000,4.519995e-05
1221395,2514,80.0,8.0,215,0.0037244739942252636,4.200387954711914,0.0,180000,4.519690416666667e-05
1223137,2515,1260.0,54.0,1742,0.0009634867892600596,4.208370208740234,0.0,180000,4.517222583333334e-05
1223892,2516,325.0,27.0,755,0.002284891437739134,4.247749328613281,0.0,180000,4.516153e-05
1224645,2517,295.0,25.0,753,0.0005504897562786937,4.182451248168945,0.0,180000,4.5150862499999996e-05
1224869,2518,90.0,9.0,224,0.002216685563325882,4.419684410095215,0.0,180000,4.5147689166666666e-05
1225088,2519,80.0,8.0,219,0.0037806672044098377,4.133530616760254,0.0,180000,4.514458666666666e-05
1226591,2520,1000.0,50.0,1503,0.0021266653202474117,4.324332237243652,0.0,180000,4.512329416666667e-05
1227155,2521,190.0,18.0,564,0.0011311097769066691,4.052533149719238,0.0,180000,4.511530416666667e-05
1228134,2522,340.0,28.0,979,0.0019109358545392752,4.124920845031738,0.0,180000,4.5101435e-05
1228230,2523,20.0,2.0,96,0.0004065469838678837,4.238080978393555,0.0,180000,4.5100075e-05
1229257,2524,295.0,25.0,1027,0.0017881457461044192,4.198195457458496,0.0,180000,4.508552583333333e-05
1229554,2525,80.0,8.0,297,0.001977150794118643,4.503066062927246,0.0,180000,4.508131833333334e-05
1230911,2526,420.0,33.0,1357,0.002702103927731514,4.281613349914551,0.0,180000,4.506209416666666e-05
1231290,2527,120.0,12.0,379,0.00016296544345095754,4.221105098724365,0.0,180000,4.5056725e-05
1232295,2528,325.0,27.0,1005,0.002200591843575239,4.062735557556152,0.0,180000,4.50424875e-05
1233080,2529,295.0,25.0,785,0.003096038941293955,4.280959606170654,0.0,180000,4.503136666666667e-05
1233592,2530,120.0,12.0,512,0.005490702576935291,4.124106407165527,0.0,180000,4.5024113333333333e-05
1233910,2531,120.0,12.0,318,0.0025254308711737394,4.328031539916992,0.0,180000,4.501960833333333e-05
1234103,2532,50.0,5.0,193,0.003920000046491623,3.9819555282592773,0.0,180000,4.501687416666667e-05
1234421,2533,130.0,13.0,318,0.00210658204741776,4.101411819458008,0.0,180000,4.5012369166666666e-05
1236037,2534,920.0,47.0,1616,0.00362946605309844,4.371350288391113,0.0,180000,4.498947583333333e-05
1236699,2535,220.0,20.0,662,0.001974808517843485,3.827260732650757,0.0,180000,4.4980097499999996e-05
1237259,2536,140.0,14.0,560,0.003426062408834696,4.235048294067383,0.0,180000,4.4972164166666666e-05
1237590,2537,100.0,10.0,331,0.003941644914448261,4.419142723083496,0.0,180000,4.4967475000000004e-05
1238210,2538,140.0,14.0,620,0.0021133217960596085,4.189591407775879,0.0,180000,4.495869166666667e-05
1238782,2539,150.0,15.0,572,0.0022465684451162815,4.079718589782715,0.0,180000,4.495058833333333e-05
1239039,2540,70.0,7.0,257,0.0007583331898786128,3.890054941177368,0.0,180000,4.4946947499999995e-05
1239874,2541,340.0,28.0,835,0.0019097879994660616,3.991206407546997,0.0,180000,4.493511833333333e-05
1240130,2542,80.0,8.0,256,0.0032246203627437353,4.192058563232422,0.0,180000,4.493149166666667e-05
1240596,2543,130.0,13.0,466,0.0015531150856986642,4.535037040710449,0.0,180000,4.492489e-05
1241721,2544,860.0,44.0,1125,0.002856752835214138,4.201977252960205,0.0,180000,4.49089525e-05
1242600,2545,295.0,25.0,879,0.0006129405228421092,3.683554172515869,0.0,180000,4.48965e-05
1244096,2546,880.0,45.0,1496,0.002530445344746113,4.306535720825195,0.0,180000,4.487530666666666e-05
1246176,2547,2175.0,81.0,2080,0.0031679514795541763,4.05305814743042,0.0,180000,4.484584e-05
1247329,2548,370.0,30.0,1153,0.0004990767920389771,4.351931571960449,0.0,180000,4.4829505833333337e-05
1247454,2549,20.0,2.0,125,0.005948570556938648,4.603568077087402,0.0,180000,4.4827735e-05
1249083,2550,1320.0,54.0,1629,0.0017304234206676483,4.156290531158447,0.0,180000,4.48046575e-05
1249693,2551,140.0,14.0,610,0.002699373522773385,4.147585868835449,0.0,180000,4.479601583333334e-05
1250456,2552,265.0,23.0,763,0.004786099307239056,4.163366794586182,0.0,180000,4.478520666666666e-05
1250806,2553,100.0,10.0,350,0.005300226621329784,4.066812992095947,0.0,180000,4.4780248333333336e-05
1251315,2554,160.0,16.0,509,0.001754359807819128,4.438910484313965,0.0,180000,4.47730375e-05
1252347,2555,325.0,27.0,1032,0.005469071678817272,4.137909889221191,0.0,180000,4.47584175e-05
1252888,2556,140.0,14.0,541,0.002307266229763627,4.1489129066467285,0.0,180000,4.475075333333333e-05
1253610,2557,250.0,22.0,722,0.005637241993099451,4.169756889343262,0.0,180000,4.4740525e-05
1253886,2558,90.0,9.0,276,0.002251267898827791,3.875272750854492,0.0,180000,4.4736614999999996e-05
1254983,2559,385.0,31.0,1097,0.003332905238494277,4.123129844665527,0.0,180000,4.472107416666667e-05
1255173,2560,70.0,7.0,190,0.0003926278150174767,4.366864204406738,0.0,180000,4.4718382500000004e-05
1256121,2561,340.0,28.0,948,0.002636747434735298,4.209007263183594,0.0,180000,4.47049525e-05
1256928,2562,235.0,21.0,807,0.0037381695583462715,4.114956855773926,0.0,180000,4.4693519999999996e-05
1257574,2563,250.0,22.0,646,0.0027782353572547436,4.409423828125,0.0,180000,4.468436833333333e-05
1257837,2564,60.0,6.0,263,0.0030582004692405462,4.228547096252441,0.0,180000,4.46806425e-05
1258611,2565,265.0,23.0,774,0.0019582912791520357,4.395773410797119,0.0,180000,4.46696775e-05
1258734,2566,60.0,6.0,123,0.0019515755120664835,4.0369439125061035,0.0,180000,4.4667935e-05
1258889,2567,50.0,5.0,155,0.0015806697774678469,4.147111892700195,0.0,180000,4.466573916666667e-05
1259481,2568,220.0,20.0,592,0.006305230315774679,4.216100692749023,0.0,180000,4.4657352500000004e-05
1259784,2569,100.0,10.0,303,0.0011691907420754433,4.167448997497559,0.0,180000,4.465306e-05
1261167,2570,1160.0,53.0,1383,0.003787078894674778,4.107697486877441,0.0,180000,4.46334675e-05
1263021,2571,1580.0,62.0,1854,0.0014934292994439602,4.253425598144531,0.0,180000,4.46072025e-05
1264355,2572,1020.0,49.0,1334,0.0013503192458301783,3.908724069595337,0.0,180000,4.458830416666667e-05
1265350,2573,385.0,31.0,995,0.0008867740980349481,3.8556251525878906,0.0,180000,4.457420833333333e-05
1266756,2574,1200.0,53.0,1406,0.0027358736842870712,4.132409572601318,0.0,180000,4.455429e-05
1267852,2575,370.0,30.0,1096,0.004246092401444912,4.243346691131592,0.0,180000,4.4538763333333337e-05
1268894,2576,355.0,29.0,1042,0.0014188140630722046,4.039486885070801,0.0,180000,4.4524001666666665e-05
1269558,2577,310.0,26.0,664,0.0018508959328755736,4.422764778137207,0.0,180000,4.4514594999999995e-05
1269893,2578,100.0,10.0,335,0.004284476861357689,3.994269371032715,0.0,180000,4.450984916666667e-05
1270589,2579,190.0,18.0,696,0.003444143570959568,3.888690948486328,0.0,180000,4.449998916666666e-05
1271558,2580,325.0,27.0,969,0.006475857459008694,4.062098979949951,0.0,180000,4.448626166666667e-05
1271938,2581,130.0,13.0,380,0.00252221105620265,3.882312536239624,0.0,180000,4.448087833333333e-05
1272687,2582,310.0,26.0,749,0.004948924761265516,4.39665412902832,0.0,180000,4.44702675e-05
1273166,2583,140.0,14.0,479,0.002028499264270067,4.023985862731934,0.0,180000,4.4463481666666666e-05
1274690,2584,920.0,46.0,1524,0.001905321958474815,4.363707542419434,0.0,180000,4.444189166666667e-05
1275494,2585,280.0,24.0,804,0.0030211191624403,4.203516960144043,0.0,180000,4.443050166666667e-05
1277166,2586,1480.0,59.0,1672,0.002693572547286749,3.955824851989746,0.0,180000,4.4406815000000004e-05
1277300,2587,70.0,7.0,134,0.001424637739546597,4.210054874420166,0.0,180000,4.440491666666666e-05
1278572,2588,660.0,39.0,1272,0.0032986567821353674,4.270854949951172,0.0,180000,4.438689666666666e-05
1279440,2589,325.0,27.0,868,0.0013111215084791183,4.05971622467041,0.0,180000,4.43746e-05
1279927,2590,140.0,14.0,487,0.0019516870379447937,4.596225738525391,0.0,180000,4.436770083333333e-05
1281508,2591,1280.0,56.0,1581,0.003061017021536827,3.9512076377868652,0.0,180000,4.434530333333333e-05
1281730,2592,80.0,8.0,222,0.002881239866837859,4.308717250823975,0.0,180000,4.434215833333333e-05
1282777,2593,355.0,29.0,1047,0.0015129402745515108,4.324001312255859,0.0,180000,4.4327325833333335e-05
1282938,2594,60.0,6.0,161,0.004456654191017151,3.6808528900146484,0.0,180000,4.4325045e-05
1283269,2595,120.0,12.0,331,0.0036926199682056904,4.209079265594482,0.0,180000,4.4320355833333335e-05
1284371,2596,370.0,30.0,1102,0.0024199802428483963,4.114961624145508,0.0,180000,4.4304744166666665e-05
1284596,2597,70.0,7.0,225,0.002801454160362482,4.454545021057129,0.0,180000,4.430155666666667e-05
1285192,2598,175.0,17.0,596,0.0011113191721960902,4.231868743896484,0.0,180000,4.4293113333333337e-05
1285582,2599,130.0,13.0,390,0.0017165907192975283,4.275755882263184,0.0,180000,4.4287588333333336e-05
1286327,2600,250.0,22.0,745,0.00222091656178236,4.368462562561035,0.0,180000,4.427703416666667e-05
1286646,2601,110.0,11.0,319,0.004170950036495924,4.175848484039307,0.0,180000,4.4272515e-05
1288000,2602,740.0,43.0,1354,0.0027065561152994633,4.1609978675842285,0.0,180000,4.425333333333333e-05
1288664,2603,205.0,19.0,664,0.0014740894548594952,4.396170616149902,0.0,180000,4.424392666666667e-05
1289804,2604,860.0,45.0,1140,0.00265825679525733,4.127594947814941,0.0,180000,4.4227776666666664e-05
1291473,2605,1300.0,56.0,1669,0.004337952937930822,4.110208034515381,0.0,180000,4.42041325e-05
1292481,2606,840.0,45.0,1008,0.0031107631511986256,4.278223037719727,0.0,180000,4.41898525e-05
1292830,2607,130.0,13.0,349,0.004742523655295372,4.277946472167969,0.0,180000,4.4184908333333336e-05
1293373,2608,130.0,13.0,543,0.0021994011476635933,4.120692253112793,0.0,180000,4.417721583333334e-05
